User ID,Tasks,Task ID,Business Value,Urgency,Stakeholder Priority,Complexity,Effort Estimation,Rank,Priority Score
US057,Get a Data Package into R in seconds,US057T3,5,5,5,3,3,4,6.9
US057,Get a Data Package into Excel in seconds,US057T4,5,5,5,2,2,11,6.6
US057,Get a Data Package into SPSS in seconds,US057T5,5,5,5,3,3,5,6.9
US057,Get a Data Package into STATA in seconds,US057T6,5,5,5,3,3,6,6.9
US057,Translate an EML dataset to a Data Package,US057T7,5,4,5,4,4,8,6.8
US057,Get a Data Package into LibreOffice/OpenOffice in seconds,US057T8,5,5,5,2,2,12,6.6
US057,Get an Excel spreadsheet into a Data Package,US057T9,5,5,5,3,3,7,6.9
US057,Reference a remote-controlled vocabulary for a dataset,US057T10,4,4,5,4,4,15,6.3
US057,Microsoft Power BI integration to import datasets without downloading locally,US057T11,5,5,5,4,4,1,7.2
US057,NetCDF integration to store data in plaintext while retaining metadata,US057T12,5,4,5,4,4,9,6.8
US057,Integration with Mendeley for data validation upon ingest,US057T13,5,4,5,3,3,14,6.5
US057,Generate basic statistics about a dataset for a quick preview,US057T14,4,4,5,2,2,16,5.7
US057,Generate an OpenRefine reconciliation API endpoint from a Tabular Data Package,US057T15,5,5,5,4,4,2,7.2
US057,Create proxy Data Packages for well-known and reliable data sources,US057T16,5,4,5,4,4,10,6.8
US058,Get a Data Package into Node,US058T1,5,5,5,3,3,10,6.9
US058,Get a Data Package into Python in seconds,US058T2,5,5,5,3,3,11,6.9
US058,Get a jQuery plugin for Core Data Packages,US058T3,4,4,5,3,4,18,6.1
US058,Do exploratory data analysis in R and operationalize in Python,US058T4,5,5,5,4,4,1,7.2
US058,Get a Data Package into Clojure in seconds,US058T5,5,5,5,3,3,12,6.9
US058,Get a Data Package into Julia in seconds,US058T6,5,5,5,3,3,13,6.9
US058,Get a Data Package into C++ in seconds,US058T7,5,5,5,3,3,14,6.9
US058,Elasticsearch integration,US058T8,5,5,5,4,4,2,7.2
US058,SPSS integration,US058T9,5,5,5,4,4,3,7.2
US058,EPrints integration,US058T10,4,4,5,4,4,16,6.3
US058,Mongo integration,US058T11,5,5,5,4,4,4,7.2
US058,DAT integration,US058T12,5,5,5,4,4,5,7.2
US058,DSpace integration,US058T13,5,5,5,4,4,6,7.2
US058,Feather integration,US058T14,5,5,5,4,4,7,7.2
US058,HDF5 integration,US058T15,5,5,5,4,4,8,7.2
US058,Online service connected to repository for data validation,US058T16,5,5,5,3,3,15,6.9
US058,Customize an existing wizard for my data,US058T17,4,4,5,4,4,17,6.3
US058,Create a web socket protocol for Frictionless data tools,US058T18,5,5,5,4,4,9,7.2
US059,Add type information to data,US059T1,5,5,5,3,3,8,6.9
US059,Provide a visualization of data in the Data Package,US059T2,5,5,5,4,4,1,7.2
US059,Integration with Open Refine for cleaned Data Packages,US059T3,5,5,5,4,4,2,7.2
US059,Integration with Excel for cleaned Data Packages,US059T4,5,5,5,4,4,3,7.2
US059,Store data quickly and easily online,US059T5,5,5,5,3,3,9,6.9
US059,Check data quality on every update,US059T6,5,5,5,3,3,10,6.9
US059,Embed an interactive preview of data on my site,US059T7,5,5,5,4,3,6,7.1
US059,Embed a preview button on my site,US059T8,5,5,5,3,3,11,6.9
US059,Know how many users have previewed a dataset,US059T9,4,4,5,3,3,12,6
US059,Add useful metadata or new data columns to the dataset,US059T10,5,5,5,3,4,7,7
US059,Package reproducible steps for data state,US059T11,5,5,5,4,4,4,7.2
US059,Tool to check data availability persistence after publication,US059T12,5,5,5,4,4,5,7.2
US060,Know that my data conforms to its Data Package profile,US060T1,5,5,5,4,4,1,7.2
US060,Understand the ways in which my data is invalid,US060T2,5,5,5,3,3,4,6.9
US060,Integration with Zenodo (GitHub) to avoid retyping descriptive information,US060T3,5,5,5,4,4,2,7.2
US060,Publish Data Packages to CKAN (for findability and data API),US060T4,5,5,5,4,4,3,7.2
US060,Validate my data with a minimum of clicks,US060T5,5,5,5,3,3,5,6.9
US060,Specify the funding that contributed to the creation of a given dataset,US060T6,5,5,5,3,3,6,6.9
US060,Add a DOI to a dataset for citation in papers,US060T7,5,5,5,3,3,7,6.9
US061,Package ML datasets as data packages for easy import into ML platform,US061T1,5,4,5,3,4,1,6.6
US062,Add general reference data to narrow dataset,US062T1,5,4,5,3,4,2,6.6
US062,Add country names to dataset with country codes,US062T2,5,4,5,3,4,3,6.6
US062,Add inflation reference data to spending dataset,US062T3,5,4,5,3,4,4,6.6
US062,Map lines using geographic data,US062T4,5,4,5,4,4,1,6.8
US063,Import/export from MS-SQL for Data Packages in workflows,US063T1,5,4,5,4,4,1,6.8
US064,Command line tool for data validation in workflow,US064T1,5,4,5,3,4,1,6.6
US065,Store Data Package in GitHub and automatically store into CKAN for API access,US065T1,5,4,5,4,4,1,6.8
US066,App for matchmaking between data owners and data packagers,US066T1,5,4,5,3,4,1,6.6
US067,Assessing the quality of government data for transparency,US067T1,5,5,5,3,3,1,6.9
US068,Proving the validity of published government data for transparency claims,US068T1,5,5,5,3,3,1,6.9
US069,Tool for adding basic metadata to research data for discoverability,US069T1,4,3,4,4,4,1,5.6
US070,Add campers to keep track of individuals,US070T1,5,5,5,5,4,1,7.4
US070,Remove campers if they don't attend the camp anymore,US070T2,4,4,4,5,5,19,6.3
US070,Keep camper records from previous years,US070T3,4,4,4,4,5,28,6.1
US070,"Upload consent forms for camper/parent access	",US070T4,5,5,4,4,4,10,6.9
US070,"Upload consent forms for camper/parent access	",US070T5,5,5,5,4,4,2,7.2
US070,Schedule activities for campers,US070T6,5,4,5,3,3,18,6.5
US070,Automatically create nametags to reduce workload,US070T7,4,4,5,5,5,17,6.6
US070,Suspend a camper with behavioral problems,US070T8,4,4,4,4,4,29,6
US070,Set reminders for specific tasks,US070T9,3,3,4,5,5,33,5.4
US070,Assign positions to staff members for organized responsibilities,US070T10,4,4,4,5,4,27,6.2
US070,Warn a camp worker for inappropriate behavior,US070T11,3,3,4,5,5,34,5.4
US070,Create/modify rules for campers and camp workers,US070T12,4,3,4,4,4,31,5.6
US070,Track usage of internal camp facilities to avoid conflicting schedules,US070T13,4,4,4,4,4,30,6
US070,Create an avenue for parents to submit feedback and concerns,US070T14,4,4,5,4,4,20,6.3
US070,Store campers' emergency information,US070T15,5,5,5,4,4,3,7.2
US070,Store parent/guardian information for emergencies or unacceptable behavio,US070T16,5,5,5,4,4,4,7.2
US070,Provide bi-weekly feedback to parents about camper performance,US070T17,4,4,5,4,4,21,6.3
US070,Make nametags faster to save time,US070T18,4,4,4,5,5,22,6.3
US070,Create a registration form for staff and kids,US070T19,4,4,5,4,4,23,6.3
US070,Keep admin information in one place for future improvements,US070T20,3,3,4,5,5,35,5.4
US070,"View medical forms to prepare for emergencies (e.g., allergies)",US070T21,5,5,5,4,4,5,7.2
US070,Notify parents all at once about events,US070T22,5,5,5,4,4,6,7.2
US070,Log attendance quickly every day,US070T23,5,5,5,4,4,7,7.2
US070,Add parents to enable camper enrollment,US070T24,4,4,5,4,4,24,6.3
US070,Create groups and add campers to groups for better organization,US070T25,5,4,5,4,4,11,6.8
US070,View all camp groups and their schedules to notify counselors,US070T26,5,4,5,4,4,12,6.8
US070,Schedule tasks/activities for a specific camp group,US070T27,5,4,5,4,4,13,6.8
US070,Delete tasks/activities from the schedule,US070T28,4,3,4,4,4,32,5.6
US070,Modify tasks/events scheduled in case of changes,US070T29,5,4,5,4,4,14,6.8
US070,Modify camper information to keep records up to date,US070T30,5,5,5,4,4,8,7.2
US070,Delete campers from the database to keep it clutter-free,US070T31,4,4,5,4,4,25,6.3
US070,Modify added parents' information to keep records up to date,US070T32,5,5,5,4,4,9,7.2
US070,Delete parents from the database to keep it clutter-free,US070T33,4,4,5,4,4,26,6.3
US070,Modify group information to keep records up to date,US070T34,5,4,5,4,4,15,6.8
US070,See only events for specific groups on the event calendar to reduce clutter,US070T35,5,4,5,4,4,16,6.8
US071,See which consent forms have been submitted,US071T1,4,4,5,3,4,11,6.1
US071,Track child's activity and schedule at camp,US071T2,5,4,5,3,4,7,6.6
US071,Submit various types of forms to the camp management,US071T3,5,5,5,3,4,4,7
US071,Create an account to sign up kids for camp online,US071T4,5,5,5,4,5,1,7.3
US071,See which counselors are assigned to the kids,US071T5,4,4,5,3,3,12,6
US071,Message childs counselors to voice concerns or check progress,US071T6,5,4,5,3,4,8,6.6
US071,Sign and submit consent forms online,US071T7,5,5,5,3,4,5,7
US071,See if all necessary payments have been made,US071T8,5,5,5,3,3,6,6.9
US071,Share photos the camp has taken of the child,US071T9,4,3,5,4,4,13,5.9
US071,Connect with staff in case of an emergency,US071T10,5,5,5,4,4,3,7.2
US071,Enroll children into the camp,US071T11,5,5,5,4,5,2,7.3
US071,See and edit enrolled children for the camp year to track who is enrolled or pending admission,US071T12,4,4,5,4,4,10,6.3
US071,See a schedule of the activities the children are involved in at camp,US071T13,5,4,5,3,4,9,6.6
US072,See which campers I am in charge of and where (Unique),US072T1,5,5,5,3,4,1,7
US072,Submit a completion report for tasks assigned,US072T2,5,4,5,3,3,3,6.5
US072,Report a camper to the manager for inappropriate behavior,US072T3,5,5,5,3,3,2,6.9
US072,Report a list of supplies to the manager that the camp is short of,US072T4,4,4,4,4,4,4,6
US072,Report necessary repairs to the manager that the camp is in need of,US072T5,4,4,4,4,4,5,6
US073,Mark attendance for assigned campers,US073T1,5,5,5,3,3,1,6.9
US074,See the first iteration of beta up on cloud.gov.,US074T1,5,5,5,4,4,1,7.2
US074,Have a prioritized list of features and elements of a future social element page.,US074T2,4,4,4,3,4,11,5.8
US074,Determine a design direction for the beta social page.,US074T3,4,4,4,4,3,8,5.9
US074,Meet with DIS / cloud.gov to determine requirements for beta.nsf.gov ATO.,US074T4,5,4,5,4,4,4,6.8
US074,Understand what the MVP should look like,US074T5,5,5,5,4,3,2,7.1
US074,Have an updated acquisitions roadmap.,US074T6,4,4,4,4,3,9,5.9
US074,Understand how time off overlaps with plans around the user research.,US074T7,3,3,3,3,3,15,4.5
US074,Know what the first hypothesis is to start developing a prototype to test.,US074T8,4,4,4,4,3,10,5.9
US074,Have a prototype strategy to guide understanding from tests,US074T9,5,4,4,4,4,6,6.5
US074,Have a schedule of more coworking slots.,US074T10,3,3,3,2,2,16,4.2
US074,Know when the mid-point check-in is and what will be covered.,US074T11,3,3,4,2,3,14,4.6
US074,Know visual design-related tasks for this sprint to assign tasks.,US074T12,4,4,4,3,4,12,5.8
US074,Have recruiting-email templates ready to recruit interviewees ASAP.,US074T13,5,5,5,3,4,3,7
US074,Have a high-level sense of the project timeline.,US074T14,4,4,4,3,3,13,5.7
US074,Have a platform for rapid prototyping of HTML ideas.,US074T15,5,4,4,4,4,7,6.5
US074,Know when meetings are to plan accordingly.,US074T16,3,3,3,2,2,17,4.2
US074,Understand how work moves between UX/content > visual design > front-end dev for a sprint cycle.,US074T17,5,4,5,4,4,5,6.8
US075,"Have the subdomain beta.nsf.gov be set up, so that I can deploy a beta site to it.",US075T1,5,5,5,4,4,1,7.2
US075,"Know what the three initial hypotheses are, so that I can plan work around development of prototypes.",US075T2,5,5,5,3,4,2,7
US076,"Have a decision on whether or not the blog aggregator may work for beta, and if not what will.",US076T1,5,5,5,4,4,1,7.2
US076,"See the results of user research, so that I can determine if the CMS is right for me.",US076T2,5,5,5,3,4,2,7
US077,Understand the process of switching the cloud.gov hosting plan over from prototype to FISMA low.,US077T1,5,5,5,4,4,1,7.2
US077,"Have an updated roadmap document, so that I can see prioritized areas to focus on for the next few months and beyond.",US077T2,5,4,5,4,4,4,6.8
US077,Narrow down the universe of CMS options and identify/prioritize key considerations for getting to the next step.,US077T3,5,5,5,3,4,2,7
US077,Have a final workshop to identify key lessons and features for the content management system decision.,US077T4,5,5,5,3,4,3,7
US077,"Understand work performed, so that I can understand when and what I can use later.",US077T5,4,4,4,3,3,9,5.7
US077,Have high-level strategy recommendations to implement in conjunction with the new CMS.,US077T6,5,4,5,3,4,5,6.6
US077,"Have editorial-planning recommendations, so that I can understand how they might impact an eventual CMS / future web presence.",US077T7,5,4,4,3,4,6,6.3
US077,"Know how brand guidelines are developed and maintained, so that I can incorporate them throughout the project.",US077T8,4,4,5,3,4,7,6.1
US077,"Know how visual design directions were developed, so that I can make better design decisions in the future.",US077T9,4,4,5,3,4,8,6.1
US077,"Schedule regular in-person check-ins, so that we can continue to communicate the goals of the project with our stakeholders.",US077T10,4,4,4,2,3,10,5.5
US077,"Join Github, so that I can participate in the issues as assigned.",US077T11,3,3,3,2,3,13,4.3
US077,"Learn about how Github is used, so that I can participate in the issues as assigned.",US077T12,3,3,3,2,3,14,4.3
US077,"See how the user recruitment form looks and behaves on a sample page, so that I can understand the impact the recruitment will have on the NSF page.",US077T13,4,3,4,3,4,11,5.4
US077,"Know where the initial in-person meeting will be, so that I can plan on attending.",US077T14,4,3,3,2,2,12,4.7
US078,"Test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.",US078T1,5,5,5,4,4,1,7.2
US078,"Have the finalized OLPA task script, so that I can begin testing with internal users.",US078T2,5,5,5,4,3,2,7.1
US078,"Have the WIG prototype, so that I can finalize the second task script.",US078T3,5,5,5,4,3,3,7.1
US078,"Have a list of priority workflow candidates that we might test, so that I can make sure we're capturing the priority areas.",US078T4,5,5,5,3,4,4,7
US078,"Continue scheduling interviews for hypothesis #1, so that I can be prepared to test our first prototype.",US078T5,5,5,5,3,3,5,6.9
US078,"Know when outreach to lists is successful, so that I can plan on a new release to the next listserv on the priority list",US078T6,4,4,5,3,3,11,6
US078,"Begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.",US078T7,5,4,5,3,3,10,6.5
US078,"Set up a website recruitment test, so that I can see if we can recruit users in real time from the website.",US078T8,5,5,5,3,3,6,6.9
US078,"Make sure the correct NSF people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.",US078T9,5,5,5,3,3,7,6.9
US078,"Begin drafting a research plan, so that I can begin recruiting participants.",US078T10,5,5,4,3,3,9,6.6
US078,"Conduct a user definition workshop with NSF, so that I can better prepare them and the team for future research work.",US078T11,5,4,5,4,3,8,6.7
US079,"Have a new social media wireframe, so that I can begin implementing design",US079T1,5,5,5,4,4,1,7.2
US079,"Know what early indications of hypotheses might be, so that I can start planning for the first prototype.",US079T2,5,4,5,3,3,3,6.5
US079,"Have a style guide / design guide / content guide, so that we have a uniform way of delivering product.",US079T3,5,5,5,4,3,2,7.1
US080,"Be able to easily find content, so that I can edit it.",US080T1,5,5,5,4,3,1,7.1
US080,Be able to add videos from Brightcove.,US080T2,5,4,5,3,3,2,6.5
US081,"Make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",US081T1,5,5,5,3,3,1,6.9
US082,Learn about the research and leave my contact information.,US082T1,5,4,5,3,3,1,6.5
US083,Add a video to my article.,US083T1,5,4,5,3,3,1,6.5
US084,"Shadow the CMS implementation, so that I can learn as the prototype is developed further.",US084T1,5,4,5,4,3,1,6.7
US085,"Develop the user research protocol for internal workflows, so that we can begin testing against a CMS prototype",US085T1,5,5,5,4,4,1,7.2
US085,"Recruit for the last round of user research, so that we can summarize our findings and synthesize results.",US085T2,5,4,5,3,3,2,6.5
US086,"Have roles, so that I can assign them to my users.",US086T1,5,5,5,4,3,1,7.1
US087,"See the webmaster workflow report, so that I can understand how this might impact current direction.",US087T1,5,4,5,3,3,1,6.5
US088,Confirm the recruiter is set up and working properly on Science360.gov.,US088T1,5,5,5,3,3,1,6.9
US088,"Confirm the recruiter is set up and working properly, so that I can deploy it on more pages.",US088T2,5,4,5,3,3,2,6.5
US089,"Develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.",US089T1,5,4,5,3,4,1,6.6
US089,Demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.,US089T2,5,4,5,3,4,2,6.6
US090,"Have a summary of what we learned, so that I can understand our next steps and how they apply to me.",US090T1,5,4,5,3,3,1,6.5
US090,See a summary of major findings from the event.,US090T2,5,4,5,3,3,2,6.5
US091,Know when the user interviews are scheduled and the type of user that will be interviewed.,US091T1,5,5,5,3,2,1,6.8
US092,"Have a place where I can access all the related reports and documentation, so that I can refer to it easily now and in the future.",US092T1,5,5,5,4,4,1,7.2
US092,"Conceptualize different design styles for the nsf.gov website, so that we can discuss various design concepts with stakeholders.",US092T2,5,5,5,4,4,2,7.2
US092,"Create a moodboard to support the visual design concepts for the nsf.gov website, so that we can facilitate discussions with stakeholders.",US092T3,5,5,5,4,4,3,7.2
US092,"Demonstrate the value of visual design to the NSF project team, ensuring that visual design becomes an integral part of the",US092T4,5,4,5,3,4,4,6.6
US093,Be able to indent and outdent content.,US093T1,4,4,5,3,3,1,6
US094,Understand how similar organizations handle visual design for informed decisions.,US094T1,5,4,5,3,3,1,6.5
US094,Understand how similar organizations handle content for informed decisions.,US094T2,5,4,5,3,3,2,6.5
US095,Create a new game by entering a name and description.,US095T1,5,5,5,3,3,2,6.9
US095,Invite estimators via URL.,US095T2,5,4,5,3,3,4,6.5
US095,Start a round by entering an item in a text field.,US095T3,4,5,4,3,3,6,6.1
US095,See all items to estimate in a session.,US095T4,4,4,4,3,3,12,5.7
US095,Select an item to estimate or re-estimate.,US095T5,4,4,4,3,3,13,5.7
US095,Add an item to the list of items to estimate.,US095T6,3,4,3,3,3,26,4.9
US095,Edit an item in the list of items to estimate.,US095T7,3,4,3,4,3,24,5.1
US095,Delete an item from the list of items to estimate.,US095T8,3,3,3,3,3,27,4.5
US095,Show all estimates immediately.,US095T9,3,4,3,4,3,25,5.1
US095,Accept the average of all estimates.,US095T10,4,4,3,3,3,19,5.4
US095,Auto-fill estimate field if all estimators agree.,US095T11,4,4,4,3,4,10,5.8
US095,Enter the agreed-upon estimate.,US095T12,4,4,4,3,3,14,5.7
US095,Re-estimate a previously estimated story,US095T13,4,3,3,4,4,20,5.3
US095,Import stories from a spreadsheet.,US095T14,5,4,4,4,3,5,6.4
US095,Copy/paste stories from a spreadsheet.,US095T15,4,4,4,3,3,15,5.7
US095,Browse through previous games.,US095T16,4,3,3,4,3,21,5.2
US095,View a transcript of a game.,US095T17,4,4,4,3,3,16,5.7
US095,Export a transcript as an HTML file.,US095T18,4,3,3,4,3,22,5.2
US095,Export a transcript as a CSV file.,US095T19,4,4,4,3,4,11,5.8
US095,Delete a game.,US095T20,3,3,3,3,3,28,4.5
US095,Create an account for the application.,US095T21,5,5,5,4,4,1,7.2
US095,Log in using account name and password.,US095T22,5,5,5,3,3,3,6.9
US095,Change account details.,US095T23,4,3,4,4,3,17,5.5
US095,Delete account details.,US095T24,4,3,3,4,3,23,5.2
US095,Show dates/times in the local timezone.,US095T25,4,4,4,4,3,8,5.9
US095,Get a password reminder by email.,US095T26,4,4,4,4,4,7,6
US095,Select the estimation sequence (Fibonacci or Powers of 2).,US095T27,3,4,4,4,4,18,5.5
US095,Invite up to 15 estimators.,US095T28,4,4,4,4,3,9,5.9
US096,"Join a game by entering my name on the page I received the URL for, so that I can participate",US096T1,5,5,5,2,2,2,6.6
US096,"See the item were estimating, so that I know what Im giving an estimate for.",US096T2,5,5,5,3,3,1,6.9
US096,"See all items we will try to estimate this session, so that I have a feel for the sizes of the various items.",US096T3,4,4,4,3,3,3,5.7
US097,"Immediately see that an estimate has been given by a specific estimator, so I know who has already given an estimate and who we're still waiting for.",US097T1,5,5,5,3,3,1,6.9
US097,"Be shown all estimates at the same time after all estimators have given their estimate, to ensure estimates are independent.",US097T2,5,5,5,3,3,2,6.9
US097,"Be able to change my estimate up until the last person selects a card and all are shown, to adjust based on new information.",US097T3,5,4,4,3,3,4,6.2
US097,"See each estimator's prior estimates for the story, so I can see opinion changes and ask questions.",US097T4,4,4,4,4,3,5,5.9
US097,"See who gave what estimates during the current round, to know this during discussions.",US097T5,5,5,4,3,3,3,6.6
US097,"Start a two-minute countdown timer visible to all participants, to limit time spent discussing estimates.",US097T6,4,4,4,3,3,7,5.7
US097,"Have the two-minute timer reset itself when all estimates are played, so it's ready for the next round.",US097T7,4,4,4,3,3,8,5.7
US097,"Scroll back through stories and estimates from prior rounds, to use that information for current estimates.",US097T8,4,4,4,4,3,6,5.9
US097,"Always have cards in the same order across multiple draws, for easier estimate comparison.",US097T9,3,4,3,2,2,10,4.6
US097,"Change my estimate as long as the draw hasn't been completed, to adjust my decision.",US097T10,4,4,4,3,3,9,5.7
US097,"Display a thumbnail photo near where my cards are played, to make the game more personal and interactive.",US097T11,3,3,3,3,3,11,4.5
US098,"Write a site compliant with XHTML and CSS standards, so as many people as possible can access and view it as intended.",US098T1,5,5,5,3,4,2,7
US098,"Create a list of definitions for commonly used terms, so everyone working on the project can understand each other easily.",US098T2,4,4,4,2,2,5,5.4
US098,"Create database indexes, so that queries run as fast as possible.",US098T3,5,5,5,3,4,3,7
US098,"Ensure the application functions correctly in Internet Explorer 6 and 7, Firefox 1.5 and 2, and Safari 2, so that as many people as possible can fully use the application.",US098T4,5,5,5,4,4,1,7.2
US098,"Ensure the site complies with W3C accessibility guidelines where possible, so people with accessibility issues can use the application.",US098T5,5,5,5,3,4,4,7
US099,Ensure the application responds quickly to user actions to avoid boredom,US099T1,5,5,5,4,4,1,7.2
US099,Allow the use of Unicode so that users can use any language they like,US099T2,5,5,5,3,4,2,7
US099,"Provide sensible and predictable URLs, so that the application feels logical and transparent",US099T3,4,4,4,2,3,3,5.5
US099,"Display nice error pages when something goes wrong, so that users can trust the system and its developers.",US099T4,4,4,4,2,3,4,5.5
US0100,"Store results in a non-identifiable way to study data trends and ensure privacy (e.g., analyze if estimates converge).",US0100T1,5,4,5,3,4,1,6.6
US0101,"Implement metrics to track the game's usage, including number of games played, estimators involved, etc.",US0101T1,4,3,4,3,3,1,5.3
US0102,Show data to consumers,US0102T1,5,4,4,4,3,2,6.4
US0102,Validate data during publishing,US0102T2,5,4,4,4,3,3,6.4
US0102,Sign up for an account,US0102T3,3,5,3,4,3,11,5.5
US0102,Next steps after signing up,US0102T4,3,4,3,4,3,17,5.1
US0102,Validate data before publishing,US0102T5,5,4,4,4,3,4,6.4
US0102,Version data package with multiple versions,US0102T6,5,5,4,4,3,1,6.8
US0102,Preview data package via CLI,US0102T7,4,4,4,3,3,5,5.7
US0102,Publish data package in UI,US0102T8,4,4,4,3,3,6,5.7
US0102,See examples of published packages,US0102T9,3,3,4,3,3,23,4.8
US0102,Create data package in UI,US0102T10,4,4,4,3,3,7,5.7
US0102,Publish dataset (public),US0102T11,5,3,3,3,3,12,5.5
US0102,Access previous tagged version,US0102T12,4,4,4,3,3,8,5.7
US0102,Tag data package to create snapshot,US0102T13,4,4,4,3,3,9,5.7
US0102,Pricing plan details,US0102T14,3,3,3,2,3,24,4.3
US0102,Publish with registry caching,US0102T15,5,3,3,3,3,13,5.5
US0102,Configure client,US0102T16,4,4,4,3,3,10,5.7
US0102,Sign up for pricing plan,US0102T17,3,4,3,3,3,22,4.9
US0102,Overwrite previous tagged data package,US0102T18,4,3,3,3,3,18,5
US0102,Import data package,US0102T19,5,3,3,3,3,14,5.5
US0102,Preview prepared data package,US0102T20,4,4,3,3,3,15,5.4
US0102,Warn when overwriting tag,US0102T21,4,4,3,3,3,16,5.4
US0102,Publish dataset (private),US0102T22,4,3,3,3,3,19,5
US0102,Use publish command,US0102T23,4,3,3,3,3,20,5
US0102,Private data packages,US0102T24,4,3,3,3,3,21,5
US0102,Restore deleted package via CLI,US0102T25,2,2,2,2,2,28,3
US0102,Permanently delete data package,US0102T26,3,3,2,3,2,25,4.1
US0102,Unpublish data package,US0102T27,3,3,2,3,2,26,4.1
US0102,Undelete data package,US0102T28,3,3,2,3,2,27,4.1
US0103,Sign up via GitHub or Google to avoid entering lots of information and remembering another password.,US0103T1,5,3,4,3,3,1,5.8
US0104,Invite Someone to Join the Platform:,US0104T1,5,4,5,2,2,3,6.2
US0104,Set Key Configuration Parameters for Site Deployment:,US0104T2,4,3,4,3,2,4,5.2
US0104,"See Key Metrics about Usage (Users, API Usage, Downloads",US0104T3,5,4,5,3,3,2,6.5
US0104,Have a Pricing Plan and Billing System,US0104T4,5,5,5,4,4,1,7.2
US0105,Know the Data is Reliable:,US0105T1,5,5,5,3,3,2,6.9
US0105,Get Data Even if Original is Moved or Removed,US0105T2,5,5,5,4,4,1,7.2
US0105,View Data Package Online,US0105T3,4,3,4,3,2,14,5.2
US0105,View the Data Package for Evaluation,US0105T4,4,4,4,3,2,12,5.6
US0105,See Download Statistics,US0105T5,4,3,4,2,2,15,5
US0105,See Example Data Packages,US0105T6,4,3,4,2,2,16,5
US0105,Search Data Packages:,US0105T7,5,4,5,3,3,4,6.5
US0105,Search Based on Description,US0105T8,5,4,5,3,3,5,6.5
US0105,Download Data Package in One File,US0105T9,5,4,5,2,3,11,6.3
US0105,Load Data Package from R,US0105T10,4,3,4,2,2,17,5
US0105,Know Schema Changes in Data Package,US0105T11,5,4,5,3,3,6,6.5
US0105,Know the Age of the Data Package,US0105T12,4,3,4,2,2,18,5
US0105,View Data Package at a Particular Version,US0105T13,5,4,5,3,3,7,6.5
US0105,Download Data Package at a Particular Version,US0105T14,5,4,5,3,3,8,6.5
US0105,Get Notified of Changes to a Package,US0105T15,5,5,5,2,2,3,6.6
US0105,See Site Activity,US0105T16,4,3,4,2,2,19,5
US0105,Browse and Find Publisher,US0105T17,4,3,4,3,3,13,5.3
US0105,View Publisher Profile,US0105T18,5,4,5,3,3,9,6.5
US0105,Search Data Packages Owned by a Publisher,US0105T19,5,4,5,3,3,10,6.5
US0106,Download Data Package,US0106T1,5,5,5,3,3,1,6.9
US0106,Update Previously Downloaded Data Package,US0106T2,5,4,5,3,3,3,6.5
US0106,Compare Different Versions Locally,US0106T3,5,4,5,4,4,2,6.8
US0107,Install Multiple Versions of Same Datapackage,US0107T1,5,5,5,4,4,1,7.2
US0108,List DataPackage Requirements for Project,US0108T1,5,5,5,3,3,1,6.9
US0108,Pin Exact Versions of DataPackages,US0108T2,5,5,5,3,3,2,6.9
US0108,Use DataPackage as Node lib,US0108T3,5,4,5,3,4,3,6.6
US0109,Edit Profile,US0109T1,4,3,5,2,3,6,5.4
US0109,Invite Existing User,US0109T2,5,5,5,3,3,2,6.9
US0109,Invite Someone via Email,US0109T3,5,5,5,3,3,3,6.9
US0109,Remove Someone from Membership,US0109T4,5,4,5,3,3,5,6.5
US0109,View All Members and Roles,US0109T5,4,3,4,3,2,7,5.2
US0109,Make User an Owner,US0109T6,5,5,5,3,4,1,7
US0109,Remove User as Owner,US0109T7,5,5,5,3,3,4,6.9
US0110,Set Key Configuration Parameters,US0110T1,5,4,5,3,3,3,6.5
US0110,View Key Metrics,US0110T2,5,5,5,3,3,2,6.9
US0110,Have Pricing Plan and Billing System,US0110T3,5,5,5,4,4,1,7.2
US0110,Invite Someone to Join Platform,US0110T4,4,3,5,2,3,4,5.4
US0111,Set a date for data expiration and deletion,US0111T1,5,4,5,3,3,9,6.5
US0111,Display scheduled deletion date on item and component pages,US0111T2,4,4,5,2,2,15,5.7
US0111,Map items between collections,US0111T3,5,3,5,3,4,12,6.2
US0111,Queue collection for replication after ingest,US0111T4,5,4,5,4,4,6,6.8
US0111,Display summary of remote replication status,US0111T5,4,3,5,3,3,16,5.6
US0111,Encrypt collection and replicate to remote storage,US0111T6,5,5,5,5,5,1,7.5
US0111,Lift embargo for an object,US0111T7,4,3,4,3,2,22,5.2
US0111,Make items available under configured permissions after embargo,US0111T8,5,5,5,4,3,2,7.1
US0111,Create deposit forms specific to the collection,US0111T9,4,3,4,3,3,19,5.3
US0111,Allow setting embargo date at deposit,US0111T10,4,3,4,3,3,20,5.3
US0111,Make item metadata discoverable under embargo,US0111T11,4,3,5,3,3,17,5.6
US0111,Allow item access under set permissions after embargo,US0111T12,5,5,5,4,3,3,7.1
